Species,Locus,Stop
hafnia_alvei_A23BA,NZ_CP050150.1,4686231
hafnia_alvei_A23BA,NZ_CP050151.1,84875
klebsiella_pneumoniae_B5617,NZ_CP070435.1,5320776
klebsiella_pneumoniae_B5617,NZ_CP070436.1,150996
klebsiella_pneumoniae_B5617,NZ_CP070437.1,144585
klebsiella_pneumoniae_B5617,NZ_CP070438.1,112102
klebsiella_pneumoniae_B5617,NZ_CP070439.1,110918
salmonella_enterica_PNCS007087,NZ_CP044957.1,4787221
salmonella_enterica_PNCS007087,NZ_CP044958.1,247426
salmonella_enterica_PNCS007087,NZ_CP044959.1,93333
salmonella_enterica_PNCS007087,NZ_CP044960.1,90039
serratia_proteamaculans_336X,NZ_CP045913.1,5593015
listeria_monocytogenes_CIIMS-PH-1,NZ_CP023321.1,2941181
mycobacterium_tuberculosis_4-0041P6C4,NZ_CP043995.1,4399414
staphylococcus_aureus_14640,NZ_CP053636.1,2831761
staphylococcus_aureus_14640,NZ_CP053637.1,24942
pseudomonas_sp._C27(2019),NZ_CP043320.1,3217261
streptococcus_suis_Transconjugant-cNJ3,NZ_CP082198.1,2065279
mycobacterium_tuberculosis_HKBS1,NZ_CP002871.1,4407326
aeromonas_caviae_WP8-S17-ESBL-03,NZ_AP022214.1,4351943
escherichia_coli_0H25,NZ_CP081690.1,4992020
escherichia_coli_0H25,NZ_CP081691.1,303841
escherichia_coli_0H25,NZ_CP081692.1,86054
escherichia_coli_0H25,NZ_CP081693.1,68997
escherichia_coli_0H25,NZ_CP081694.1,29685
escherichia_coli_0H25,NZ_CP081695.1,3780
escherichia_coli_0H25,NZ_CP081696.1,3697
escherichia_coli_0H25,NZ_CP081697.1,2253
escherichia_coli_STEC005,NZ_CP041437.1,4937536
escherichia_coli_STEC005,NZ_CP041438.1,88865
corynebacterium_zhongnanshanii_zg-320,NZ_CP061033.1,2206784
escherichia_coli_MIN9,NZ_CP069682.1,4590019
escherichia_coli_MIN9,NZ_CP069683.1,282769
escherichia_coli_MIN9,NZ_CP069684.1,102299
escherichia_coli_MIN9,NZ_CP069686.1,5788
escherichia_coli_MIN9,NZ_CP069687.1,3995
escherichia_coli_MIN9,NZ_CP069688.1,3638
escherichia_coli_MIN9,NZ_CP069689.1,3254
escherichia_coli_MIN9,NZ_CP069690.1,2597
escherichia_coli_MIN9,NZ_CP069691.1,1143
escherichia_coli_MIN9,NZ_CP069685.1,32674
acinetobacter_baumannii_BJAB0868,NC_021729.1,3906673
acinetobacter_baumannii_BJAB0868,NC_021730.1,8375
acinetobacter_baumannii_BJAB0868,NC_021731.1,70117
acinetobacter_baumannii_BJAB0868,NC_021732.1,20087
halomonas_sp._Halomonas-sp.-GFAJ-1,NZ_CP016490.1,3649814
escherichia_coli_IMT16316,NZ_CP023815.1,4934990
escherichia_coli_IMT16316,NZ_CP023816.1,145872
enterococcus_faecalis_sorialis,NZ_CP015883.1,2872636
enterococcus_faecalis_sorialis,NZ_CP015884.1,124772
enterococcus_faecalis_sorialis,NZ_CP015885.1,55301
escherichia_coli_U14A,NZ_CP035516.1,5061248
escherichia_coli_U14A,NZ_CP035517.1,148818
escherichia_coli_U14A,NZ_CP035518.1,69298
escherichia_coli_U14A,NZ_CP035519.1,5054
escherichia_coli_U14A,NZ_CP035520.1,8154
escherichia_coli_U14A,NZ_CP035521.1,5427
escherichia_coli_U14A,NZ_CP035522.1,797
mycobacterium_tuberculosis_SEA11020038P6C4,NZ_CP041807.1,4396536
micrococcus_luteus_V017,NZ_CP058971.1,2527169
enterobacter_cloacae_ECl-1.VN,NZ_CP085080.1,4917121
enterococcus_faecium_UAMSEF-20,NZ_CP035666.1,2911648
enterococcus_faecium_UAMSEF-20,NZ_CP035667.1,293754
enterococcus_faecium_UAMSEF-20,NZ_CP035662.1,80799
enterococcus_faecium_UAMSEF-20,NZ_CP035663.1,6254
enterococcus_faecium_UAMSEF-20,NZ_CP035664.1,4111
enterococcus_faecium_UAMSEF-20,NZ_CP035665.1,2576
listeria_monocytogenes_LMP18-H2446,NZ_CP041211.1,2904244
listeria_monocytogenes_LMP18-H2446,NZ_CP041212.1,80979
fusobacterium_nucleatum_THCT15E1,NZ_CP071094.1,2514979
fusobacterium_nucleatum_THCT15E1,NZ_CP071095.1,9805
salmonella_enterica_L-3837,NZ_AP023289.1,4998224
escherichia_coli_CX08,NZ_CP073718.1,4866579
campylobacter_coli_FDAARGOS-735,NZ_CP046317.1,1678372
campylobacter_coli_FDAARGOS-735,NZ_CP046318.1,36540
lactiplantibacillus_plantarum_IDCC3501,NZ_CP031702.1,3242104
escherichia_coli_TOP10,NZ_CP080620.1,4512644
staphylococcus_aureus_FDA209P,NZ_AP014942.1,2775516
staphylococcus_aureus_FDA209P,NZ_AP014943.1,27305
pseudomonas_mendocina_S5.2,NZ_CP013124.1,5120146
pseudomonas_mendocina_S5.2,NZ_CP013125.1,251964
staphylococcus_aureus_FDAARGOS-15,NZ_CP026960.1,2799612
acinetobacter_baumannii_CMC-MDR-Ab59,NZ_CP016298.1,3965390
acinetobacter_baumannii_CMC-MDR-Ab59,NZ_CP016299.1,110967
bacillus_anthracis_CDC-684,NC_012581.1,5229831
bacillus_anthracis_CDC-684,NC_012579.1,181662
bacillus_anthracis_CDC-684,NC_012577.1,94749
vibrio_anguillarum_VIB12,NZ_CP023310.1,3322978
vibrio_anguillarum_VIB12,NZ_CP023311.1,1281641
vibrio_anguillarum_VIB12,NZ_CP023312.1,290050
campylobacter_jejuni_81-176,NC_008787.1,1616459
campylobacter_jejuni_81-176,NC_008790.1,45002
campylobacter_jejuni_81-176,NC_008770.1,37458
salmonella_enterica_FDAARGOS-710,NZ_CP046277.1,4610359
citrobacter_freundii_AR-0116,NZ_CP032184.1,5120620
citrobacter_freundii_AR-0116,NZ_CP032179.1,256027
citrobacter_freundii_AR-0116,NZ_CP032180.1,136350
citrobacter_freundii_AR-0116,NZ_CP032181.1,80926
citrobacter_freundii_AR-0116,NZ_CP032182.1,48917
citrobacter_freundii_AR-0116,NZ_CP032183.1,121273
enterococcus_faecium_E9101,NZ_LR135474.1,2431706
rhizobium_sp._NXC24,NZ_CP024311.1,4162436
rhizobium_sp._NXC24,NZ_CP024312.1,271356
rhizobium_sp._NXC24,NZ_CP024313.1,489086
rhizobium_sp._NXC24,NZ_CP024314.1,2379650
salmonella_enterica_E98-3139-sc-1927833,NZ_LT905143.1,4618094
actinomyces_sp._F0588,NZ_CP012590.1,3835835
citrobacter_freundii_RHBSTW-00267,NZ_CP056644.1,4936129
citrobacter_freundii_RHBSTW-00267,NZ_CP056645.1,269360
citrobacter_freundii_RHBSTW-00267,NZ_CP056646.1,14710
staphylococcus_epidermidis_B1230143,NZ_CP073835.1,2751912
staphylococcus_epidermidis_B1230143,NZ_CP073833.1,13422
staphylococcus_epidermidis_B1230143,NZ_CP073834.1,14649
salmonella_enterica_311189-219186,NZ_CP029911.1,4784346
salmonella_enterica_311189-219186,NZ_CP029910.1,216648
escherichia_coli_A1-136,NZ_CP040390.1,5305410
klebsiella_pneumoniae_13190,NZ_CP026017.1,5260791
klebsiella_pneumoniae_13190,NZ_CP026019.1,305026
klebsiella_pneumoniae_13190,NZ_CP026018.1,76020
klebsiella_pneumoniae_13190,NZ_CP026020.1,41802
streptomyces_sp._S063,NZ_CP021707.1,7614683
bartonella_sp._WD16.2,NZ_CP019781.1,1762943
escherichia_coli_E2348-69,NZ_CP059840.2,4944166
escherichia_coli_E2348-69,NZ_CP059841.1,95551
escherichia_coli_E2348-69,NZ_CP059842.2,4899
escherichia_coli_FDAARGOS-1276,NZ_CP070157.1,5081552
enterococcus_faecium_E243,NZ_CP017797.1,2867853
enterococcus_faecium_E243,NZ_CP017798.1,170312
enterococcus_faecium_E243,NZ_CP017799.1,54503
enterococcus_faecium_E243,NZ_CP017800.1,35671
enterococcus_faecium_E243,NZ_CP017801.1,9738
akkermansia_muciniphila_Akk1863,NZ_CP072027.1,3309178
morganella_morganii_KC-Tt-01,NZ_CP025933.1,3823492
klebsiella_pneumoniae_RGT40-1,NZ_CP075548.1,5318473
klebsiella_pneumoniae_RGT40-1,NZ_CP075549.1,180615
klebsiella_pneumoniae_RGT40-1,NZ_CP075550.1,77650
klebsiella_pneumoniae_RGT40-1,NZ_CP075551.1,310767
salmonella_enterica_PNCS014854,NZ_CP037874.1,4817210
salmonella_enterica_PNCS014854,NZ_CP037873.1,93769
helicobacter_pylori_21-F-EK1,NZ_CP032479.1,1583191
escherichia_coli_AMSCJX03,NZ_CP058355.1,4618050
escherichia_coli_AMSCJX03,NZ_CP058356.1,112328
escherichia_coli_AMSCJX03,NZ_CP058357.1,88976
enterococcus_faecalis_JY32,NZ_CP045045.1,2933196
acinetobacter_sp._NEB-394,NZ_CP055277.1,3478716
acinetobacter_sp._NEB-394,NZ_CP055283.1,8471
acinetobacter_sp._NEB-394,NZ_CP055284.1,161536
acinetobacter_sp._NEB-394,NZ_CP055285.1,85117
acinetobacter_sp._NEB-394,NZ_CP055286.1,14268
acinetobacter_sp._NEB-394,NZ_CP055287.1,13679
acinetobacter_sp._NEB-394,NZ_CP055288.1,12157
acinetobacter_sp._NEB-394,NZ_CP055289.1,11796
acinetobacter_sp._NEB-394,NZ_CP055290.1,9376
acinetobacter_sp._NEB-394,NZ_CP055291.1,8302
acinetobacter_sp._NEB-394,NZ_CP055278.1,6942
acinetobacter_sp._NEB-394,NZ_CP055279.1,6776
acinetobacter_sp._NEB-394,NZ_CP055280.1,6660
acinetobacter_sp._NEB-394,NZ_CP055281.1,6154
acinetobacter_sp._NEB-394,NZ_CP055282.1,2554
streptomyces_sp._RLB1-8,NZ_CP041650.2,11764849
raoultella_ornithinolytica_NUITM-VR1,NZ_AP025009.1,5647519
raoultella_ornithinolytica_NUITM-VR1,NZ_AP025010.1,377399
raoultella_ornithinolytica_NUITM-VR1,NZ_AP025011.1,261085
raoultella_ornithinolytica_NUITM-VR1,NZ_AP025012.1,139773
raoultella_ornithinolytica_NUITM-VR1,NZ_AP025013.1,106885
enterococcus_faecium_E4457,NZ_LR135258.1,2698357
enterococcus_faecium_E4457,NZ_LR135259.1,147785
enterococcus_faecium_E4457,NZ_LR135260.1,57778
enterococcus_faecium_E4457,NZ_LR135261.1,53521
enterococcus_faecium_E4457,NZ_LR135262.1,9027
enterococcus_faecium_E4457,NZ_LR135263.1,6246
enterococcus_faecium_E4457,NZ_LR135264.1,3178
enterococcus_faecium_E4457,NZ_LR135265.1,4374
enterococcus_faecium_E4457,NZ_LR135266.1,3413
enterococcus_faecium_E4457,NZ_LR135267.1,1981
enterococcus_faecium_E4457,NZ_LR135268.1,1955
enterococcus_faecium_E4457,NZ_LR135269.1,1928
klebsiella_pneumoniae_M1023-4Ar,NZ_CP063851.1,5141783
klebsiella_pneumoniae_M1023-4Ar,NZ_CP063852.1,262416
klebsiella_pneumoniae_M1023-4Ar,NZ_CP063853.1,104072
klebsiella_pneumoniae_M1023-4Ar,NZ_CP063854.1,76665
klebsiella_pneumoniae_M1023-4Ar,NZ_CP063855.1,89505
bifidobacterium_longum_KCTC-3128,NZ_CP070995.1,2403789
klebsiella_variicola_04153260899A,NZ_LR130543.1,5368323
pseudomonas_sp._OIL-1,NZ_CP048629.1,4225575
salmonella_enterica_FDAARGOS-373,NZ_CP023512.1,4836434
cronobacter_sakazakii_ATCC-29544,NZ_CP011047.1,4511217
cronobacter_sakazakii_ATCC-29544,NZ_CP011048.1,93322
cronobacter_sakazakii_ATCC-29544,NZ_CP011049.1,4483
cronobacter_sakazakii_ATCC-29544,NZ_CP011050.1,53457
pseudomonas_aeruginosa_LIUYANG-E,NZ_CP050052.1,6274611
escherichia_fergusonii_RHB38-C04,NZ_CP057101.1,4612217
escherichia_fergusonii_RHB38-C04,NZ_CP057102.1,6164
escherichia_fergusonii_RHB38-C04,NZ_CP057103.1,2620
pseudomonas_aeruginosa_W16407,NZ_CP008869.2,6808801
enterococcus_faecium_ISMMS-VRE-11,NZ_CP016163.1,2823155
enterococcus_faecium_ISMMS-VRE-11,NZ_CP016164.1,202376
enterococcus_faecium_ISMMS-VRE-11,NZ_CP016165.1,58299
enterococcus_faecium_ISMMS-VRE-11,NZ_CP016166.1,48121
enterococcus_faecium_ISMMS-VRE-11,NZ_CP016167.1,1958
enterococcus_faecium_ISMMS-VRE-11,NZ_CP016168.1,4034
enterococcus_faecium_ISMMS-VRE-11,NZ_CP016169.1,615
klebsiella_pneumoniae_KP18-2079,NZ_CP048933.1,5518196
vibrio_sp._HDW18,NZ_CP049913.1,2495662
vibrio_sp._HDW18,NZ_CP049914.1,599093
vibrio_sp._HDW18,NZ_CP049915.1,41028
escherichia_coli_Z1486,NZ_CP062749.1,5516474
escherichia_coli_Z1486,NZ_CP062750.1,93780
escherichia_coli_Z1486,NZ_CP062751.1,3125
salmonella_enterica_15-SA01028,NZ_CP026660.1,4698675
salmonella_enterica_15-SA01028,NZ_CP026661.1,310445
yersinia_enterocolitica_FDAARGOS-1082,NZ_CP068146.1,4540769
escherichia_coli_EC2,NZ_CP041955.1,4855887
escherichia_coli_EC2,NZ_CP041956.1,74335
escherichia_coli_EC2,NZ_CP041957.1,83409
escherichia_coli_EC2,NZ_CP041958.1,3341
escherichia_coli_EC2,NZ_CP041959.1,84262
escherichia_coli_EC2,NZ_CP041960.1,97825
escherichia_coli_STEC711,NZ_CP041416.1,4706119
escherichia_coli_STEC711,NZ_CP041417.1,304925
escherichia_coli_STEC711,NZ_CP041418.1,2606
escherichia_coli_STEC711,NZ_CP041419.1,5177
escherichia_coli_STEC711,NZ_CP041420.1,64497
escherichia_coli_STEC711,NZ_CP041421.1,82092
escherichia_coli_ECOL-18-VL-LA-PA-Ryan-0026,NZ_CP041392.1,4857642
escherichia_coli_ECOL-18-VL-LA-PA-Ryan-0026,NZ_CP041393.1,138242
escherichia_coli_ECOL-18-VL-LA-PA-Ryan-0026,NZ_CP041394.1,137828
campylobacter_jejuni_GB28,NZ_CP071582.1,1619219
staphylococcus_aureus_PCFH-226,NZ_CP035005.1,2796146
staphylococcus_aureus_PCFH-226,NZ_CP035006.1,18971
staphylococcus_aureus_FDAARGOS-7,NZ_CP026077.1,2696891
staphylococcus_aureus_FDAARGOS-7,NZ_CP026078.1,31954
aeromonas_salmonicida_J409,NZ_CP047374.1,4632947
aeromonas_salmonicida_J409,NZ_CP047375.1,99879
microbacterium_sp._4R-513,NZ_CP049256.1,3909991
klebsiella_quasipneumoniae_FDAARGOS-93,NZ_CP014071.1,5284048
klebsiella_quasipneumoniae_FDAARGOS-93,NZ_CP014072.1,76158
klebsiella_quasipneumoniae_FDAARGOS-93,NZ_CP014073.1,151094
microbacterium_sp._Microbacterium-sp.-Nx66,NZ_LR880474.1,3422556
microbacterium_sp._Microbacterium-sp.-Nx66,NZ_LR880475.1,33292
escherichia_coli_027-SK3,NZ_CP067311.1,4631265
escherichia_coli_027-SK3,NZ_CP067312.1,292715
escherichia_coli_027-SK3,NZ_CP067313.1,103844
escherichia_coli_027-SK3,NZ_CP067314.1,63159
escherichia_coli_027-SK3,NZ_CP067315.1,44124
escherichia_coli_027-SK3,NZ_CP067316.1,3721
escherichia_coli_027-SK3,NZ_CP067317.1,2987
escherichia_fergusonii_ATCC-35469T,NC_011740.1,4588555
escherichia_fergusonii_ATCC-35469T,NC_011743.1,55065
escherichia_coli_RM10042,NZ_CP028122.1,5057482
escherichia_coli_RM10042,NZ_CP028120.1,85881
escherichia_coli_RM10042,NZ_CP028121.1,109061
escherichia_coli_RM10042,NZ_CP028123.1,7942
escherichia_coli_2015C-3101,NZ_CP027221.1,5312927
escherichia_coli_2015C-3101,NZ_CP027222.1,48212
escherichia_coli_2015C-3101,NZ_CP027223.1,72543
klebsiella_variicola_KP2757,NZ_CP060807.1,5457778
klebsiella_variicola_KP2757,NZ_CP060808.1,138436
klebsiella_variicola_KP2757,NZ_CP060810.1,345943
klebsiella_variicola_KP2757,NZ_CP060809.1,39347
citrobacter_freundii_FDAARGOS-73,NZ_CP026056.1,5061613
citrobacter_freundii_FDAARGOS-73,NZ_CP026057.1,59627
citrobacter_freundii_FDAARGOS-73,NZ_CP026058.1,326038
klebsiella_pneumoniae_SCAID-PHRX1-2021-(13-97),NZ_CP082805.1,5497754
klebsiella_pneumoniae_SCAID-PHRX1-2021-(13-97),NZ_CP082806.1,216828
acinetobacter_baumannii_A388,NZ_CP024418.1,3998427
acinetobacter_baumannii_A388,NZ_CP024419.1,31805
salmonella_enterica_CFIAFB20170120,NZ_CP038604.1,5121011
salmonella_enterica_CFIAFB20170120,NZ_CP038605.1,26019
salmonella_enterica_CFIAFB20170120,NZ_CP038606.1,3768
salmonella_enterica_CFIAFB20170120,NZ_CP038607.1,1072
escherichia_coli_FDAARGOS-1058,NZ_CP065970.1,5172637
escherichia_coli_FDAARGOS-1058,NZ_CP065968.1,15708
escherichia_coli_FDAARGOS-1058,NZ_CP065969.1,83132
escherichia_coli_FDAARGOS-1058,NZ_CP065971.1,127637
micrococcus_luteus_FDAARGOS-677,NZ_CP046319.1,2477488
staphylococcus_aureus_TMUS2126,NZ_AP014652.1,2769950
klebsiella_pneumoniae_KpN06,NZ_CP012992.1,5308696
klebsiella_pneumoniae_KpN06,NZ_CP012994.1,106735
klebsiella_pneumoniae_KpN06,NZ_CP012995.1,40934
klebsiella_pneumoniae_KpN06,NZ_CP014305.2,3096
klebsiella_pneumoniae_KpN06,NZ_CP012993.2,189522
salmonella_enterica_SL-312,NZ_CP043214.1,4750708
salmonella_enterica_SL-312,NZ_CP043215.1,165373
salmonella_enterica_SL-312,NZ_CP043216.1,36636
bifidobacterium_animalis_RH,NZ_CP007755.1,1930843
enterobacter_cloacae_CZ862,NZ_CP073310.1,5418985
enterobacter_cloacae_CZ862,NZ_CP073311.1,1242
enterobacter_cloacae_CZ862,NZ_CP073312.1,8198
enterobacter_cloacae_CZ862,NZ_CP073313.1,7466
enterobacter_cloacae_CZ862,NZ_CP073314.1,35057
bacteroides_fragilis_GUT04,NZ_CP043610.1,5329057
bacteroides_fragilis_GUT04,NZ_CP043609.1,88618
staphylococcus_aureus_370,NZ_CP077865.1,2756637
staphylococcus_aureus_370,NZ_CP077866.1,81385
citrobacter_amalonaticus_JCM-1661,NZ_AP024585.1,4717298
citrobacter_amalonaticus_JCM-1661,NZ_AP024586.1,186521
citrobacter_amalonaticus_JCM-1661,NZ_AP024587.1,125196
citrobacter_amalonaticus_JCM-1661,NZ_AP024588.1,42847
escherichia_sp._TM-G17TGC,NZ_CP080247.1,4583018
escherichia_sp._TM-G17TGC,NZ_CP080248.1,92598
acinetobacter_baumannii_XH857,NZ_CP014540.1,3879636
staphylococcus_haemolyticus_12b,NZ_CP071505.1,2339133
staphylococcus_haemolyticus_12b,NZ_CP071506.1,38052
staphylococcus_haemolyticus_12b,NZ_CP071507.1,3558
escherichia_coli_Res13-Sevr-PER06-05-b-A,NZ_CP062815.1,4741132
escherichia_coli_Res13-Sevr-PER06-05-b-A,NZ_CP062816.1,116677
escherichia_coli_Res13-Sevr-PER06-05-b-A,NZ_CP062817.1,1677
escherichia_coli_Res13-Sevr-PER06-05-b-A,NZ_CP062818.1,2759
escherichia_coli_Res13-Sevr-PER06-05-b-A,NZ_CP062819.1,106021
escherichia_coli_Res13-Sevr-PER06-05-b-A,NZ_CP062820.1,140360
enterococcus_faecalis_SGAir0397,NZ_CP039434.1,2696192
aeromonas_media_MC64,NZ_CP047962.1,4710237
aeromonas_media_MC64,NZ_CP047963.1,283103
aeromonas_media_MC64,NZ_CP047964.1,22737
staphylococcus_aureus_WCUH29,NZ_CP039156.1,2909720
clostridium_perfringens_497-86,NZ_CP075961.1,2952393
clostridium_perfringens_497-86,NZ_CP075962.1,56257
clostridium_perfringens_497-86,NZ_CP075963.1,12512
escherichia_coli_DH1,NC_017638.1,4621406
escherichia_coli_CFSAN061761,NZ_CP042903.1,5016112
citrobacter_freundii_RHBSTW-00350,NZ_CP056592.1,4982105
citrobacter_freundii_RHBSTW-00350,NZ_CP056593.1,54169
citrobacter_sp._RHB20-C16,NZ_CP057630.1,4885063
citrobacter_sp._RHB20-C16,NZ_CP057631.1,104868
salmonella_enterica_CFSAN051295,NZ_CP029041.1,4913975
salmonella_enterica_EC20100325,NZ_CP007360.2,4685589
staphylococcus_aureus_UP-1539,NZ_CP047780.1,2746485
akkermansia_muciniphila_Akk16115,NZ_CP072033.1,3002155
salmonella_enterica_SA19970769,NZ_CP007283.2,4685588
escherichia_coli_NE-1169-1,NZ_CP038324.1,5513088
escherichia_coli_NE-1169-1,NZ_CP038327.1,92414
escherichia_coli_NE-1169-1,NZ_CP038325.1,6464
escherichia_coli_NE-1169-1,NZ_CP038326.1,144887
staphylococcus_warneri_22.1,NZ_CP032159.1,2515024
staphylococcus_warneri_22.1,NZ_CP032158.1,25755
escherichia_coli_SBF22,NZ_CP067235.1,4970360
escherichia_coli_SBF22,NZ_CP067236.1,122237
escherichia_coli_SBF22,NZ_CP067237.1,96094
escherichia_coli_SBF22,NZ_CP067238.1,25561
escherichia_coli_SBF22,NZ_CP067239.1,2770
escherichia_coli_SBF22,NZ_CP067240.1,1423
citrobacter_freundii_ZY198,NZ_CP055247.1,4997358
citrobacter_freundii_ZY198,NZ_CP055248.1,89361
citrobacter_freundii_ZY198,NZ_CP055250.1,53256
citrobacter_freundii_ZY198,NZ_CP055249.1,143642
escherichia_coli_ERL05-0623,NZ_CP032805.1,5390258
escherichia_coli_ERL05-0623,NZ_CP032806.1,92495
escherichia_coli_ERL05-0623,NZ_CP032807.1,3125
bacillus_subtilis_SRCM103641,NZ_CP035390.1,4109777
escherichia_coli_MSB1-1D-sc-2280324,NZ_LR898868.1,4557006
escherichia_coli_MSB1-1D-sc-2280324,NZ_LR898869.1,95094
escherichia_coli_MSB1-1D-sc-2280324,NZ_LR898870.1,75355
escherichia_coli_MSB1-1D-sc-2280324,NZ_LR898871.1,3438
escherichia_coli_MSB1-1D-sc-2280324,NZ_LR898872.1,3638
escherichia_coli_MSB1-1D-sc-2280324,NZ_LR898873.1,1143
klebsiella_pneumoniae_F726925,NZ_CP081820.1,5459518
klebsiella_pneumoniae_F726925,NZ_CP081821.1,172681
klebsiella_pneumoniae_F726925,NZ_CP081822.1,82164
klebsiella_pneumoniae_F726925,NZ_CP081823.1,9898
klebsiella_pneumoniae_F726925,NZ_CP081824.1,5442
streptococcus_sp._FDAARGOS-520,NZ_CP033810.1,2099540
staphylococcus_aureus_WHC09,NZ_CP077755.1,2845985
staphylococcus_aureus_WHC09,NZ_CP077756.1,2463
streptococcus_pneumoniae_HKU1-14,NZ_CP019299.1,2037909
escherichia_coli_ABW-A19,NZ_CP067307.1,5250338
escherichia_coli_ABW-A19,NZ_CP067308.1,225992
escherichia_coli_ABW-A19,NZ_CP067309.1,68108
escherichia_coli_ABW-A19,NZ_CP067310.1,52717
lactiplantibacillus_plantarum_ATG-K2,NZ_CP032460.1,3034882
lactiplantibacillus_plantarum_ATG-K2,NZ_CP032461.1,61159
lactiplantibacillus_plantarum_ATG-K2,NZ_CP032462.1,40096
lactiplantibacillus_plantarum_ATG-K2,NZ_CP032463.1,38354
escherichia_coli_strain-Z247,NZ_CP021207.1,5013813
escherichia_coli_strain-Z247,NZ_CP021208.1,84529
escherichia_coli_strain-Z247,NZ_CP021209.1,223728
escherichia_coli_strain-Z247,NZ_CP021210.1,75515
clostridium_botulinum_ATCC-3502,NC_009495.1,3886361
clostridium_botulinum_ATCC-3502,NC_009496.1,16054
escherichia_coli_137,NZ_CP028626.1,5455343
escherichia_coli_137,NZ_CP028628.1,94085
escherichia_coli_137,NZ_CP028627.1,6063
enterobacter_hormaechei_MS7884A,NZ_CP022532.1,4809714
enterobacter_hormaechei_MS7884A,NZ_CP022533.1,329409
enterobacter_hormaechei_MS7884A,NZ_CP022534.1,126050
enterococcus_hirae_FDAARGOS-1124,NZ_CP068122.1,2778521
enterococcus_hirae_FDAARGOS-1124,NZ_CP068120.1,52911
enterococcus_hirae_FDAARGOS-1124,NZ_CP068121.1,43977
enterococcus_hirae_FDAARGOS-1124,NZ_CP068123.1,49134
lactiplantibacillus_plantarum_SRCM103361,NZ_CP035150.1,3163668
lactiplantibacillus_plantarum_SRCM103361,NZ_CP035148.1,105263
lactiplantibacillus_plantarum_SRCM103361,NZ_CP035149.1,7337
enterococcus_faecium_E7040,NZ_LR135219.1,2677138
enterococcus_faecium_E7040,NZ_LR135220.1,164349
enterococcus_faecium_E7040,NZ_LR135221.1,114593
enterococcus_faecium_E7040,NZ_LR135222.1,54563
enterococcus_faecium_E7040,NZ_LR135223.1,38567
enterococcus_faecium_E7040,NZ_LR135224.1,14402
enterococcus_faecium_E7040,NZ_LR135225.1,9292
mycobacterium_tuberculosis_SEA15229P6C4,NZ_CP041793.1,4430507
shigella_boydii_NCTC-9850,NZ_CP026762.1,4575741
shigella_boydii_NCTC-9850,NZ_CP026763.1,150365
clostridioides_difficile_Mta-79,NZ_CP042267.1,4123027
escherichia_coli_042,NC_017626.1,5241953
escherichia_coli_042,NC_017627.1,113059
yersinia_pseudotuberculosis_IP-31758,NC_009708.1,4722946
yersinia_pseudotuberculosis_IP-31758,NC_009704.1,58155
yersinia_pseudotuberculosis_IP-31758,NC_009705.1,153015
klebsiella_pneumoniae_TGH13,NZ_CP012745.1,5344292
escherichia_coli_135,NZ_CP028632.1,5453905
escherichia_coli_135,NZ_CP028634.1,92896
escherichia_coli_135,NZ_CP028633.1,5798
yersinia_enterocolitica_YE7,NZ_CP016935.1,4660104
yersinia_enterocolitica_YE7,NZ_CP016934.1,99898
yersinia_enterocolitica_YE7,NZ_CP016936.1,88387
salmonella_enterica_14028S-substr.-GXS275,NZ_CP043399.1,4870670
klebsiella_pneumoniae_SA1,NZ_CP084868.1,5324046
klebsiella_pneumoniae_SA1,NZ_CP084869.1,239046
klebsiella_pneumoniae_INF065-sc-2279980,NZ_LR890665.1,5317554
klebsiella_pneumoniae_INF065-sc-2279980,NZ_LR890666.1,234865
klebsiella_pneumoniae_INF065-sc-2279980,NZ_LR890667.1,5262
klebsiella_pneumoniae_INF065-sc-2279980,NZ_LR890668.1,3867
salmonella_enterica_CFSA300,NZ_CP033384.2,4784302
salmonella_enterica_CFSA300,NZ_CP033382.2,209481
salmonella_enterica_CFSA300,NZ_CP033383.2,33732
streptococcus_agalactiae_SG-M1,NZ_CP012419.2,2115456
escherichia_coli_ATCC-43896,NZ_CP024278.1,5086795
escherichia_coli_ATCC-43896,NZ_CP024279.1,28860
escherichia_coli_ATCC-43896,NZ_CP024280.1,52655
escherichia_coli_ATCC-43896,NZ_CP024281.1,83614
klebsiella_pneumoniae_INF223-sc-2280103,NZ_LR890595.1,5270589
klebsiella_pneumoniae_INF223-sc-2280103,NZ_LR890596.1,243563
klebsiella_pneumoniae_INF223-sc-2280103,NZ_LR890597.1,60227
klebsiella_pneumoniae_IRQBAS105c,NZ_CP072826.1,5200169
listeria_monocytogenes_CH3K-,NZ_CP050029.1,3080080
bacillus_licheniformis_CSL2,NZ_CP041154.1,4279917
micrococcus_luteus_R17,NZ_CP059046.1,2597806
enterococcus_faecium_E6043,NZ_LR134105.1,2689082
enterococcus_faecium_E6043,NZ_LR134113.1,7165
enterococcus_faecium_E6043,NZ_LR134106.1,162930
enterococcus_faecium_E6043,NZ_LR134107.1,55800
enterococcus_faecium_E6043,NZ_LR134108.1,54563
enterococcus_faecium_E6043,NZ_LR134109.1,53831
enterococcus_faecium_E6043,NZ_LR134110.1,42681
enterococcus_faecium_E6043,NZ_LR134111.1,37322
enterococcus_faecium_E6043,NZ_LR134112.1,8505
lactiplantibacillus_plantarum_SRCM103311,NZ_CP035131.1,3192137
